LUGAR,MUNICIPIO,CALLE,NÚMERO,NÚMERO INTERIOR,HORARIO,TIPO,ENTIDAD DE GOBIERNO,LATITUD,LONGITUD,INFORMACION COMPLEMENTARIA,FECHA ACTUALIZACIÓN
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Ocotlán",Ocotlán,12 de Octubre,263,,9:00 a 19:00 horas,,,,," Ocotlán 12 de Octubre 263 San Juan 47860 01 392 923 5341 9:00 a 19:00 horas Lic. José Antonio Castellanos Reynaga Castellanos capaocotlan@hotmail.com ",2014-04-10T15:54:23Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Mascota",Mascota,Hacienda Mirandillas,22,,9:00 a 19:00 horas,,,,," Mascota Hacienda Mirandillas 22 La Quinta 46900 01 388 3862 114 9:00 a 19:00 horas Lic. Sonia Karina Fregoso Flores capamascota@hotmail.com ",2014-04-10T15:53:38Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones La Huerta",La Huerta,"Gómez Farí­as ",62,,9:00 a 19:00 horas,,,,," La Huerta Gómez Farí­as 62 Quinta del Rosario 48850 01 388 384 1606 9:00 a 19:00 horas Lic. José Octavio Guerrero Tejeda capalahuerta@hotmail.com ",2014-04-10T15:52:17Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Lagos",Lagos de Moreno,Las Rosas,90,,9:00 a 19:00 horas,,,,," Lagos de Moreno Las Rosas 90 Tepeyac 47410 01 474 742 8813 9:00 a 19:00 horas Lic. Norma Ángelica Nava Neri capalagos@hotmail.com ",2014-04-10T15:52:53Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Colotlán",Colotlán,Nueva Vida,1,,9:00 a 19:00 horas,,,,," Colotlán Nueva Vida 1 46200 01 499 992 2161 9:00 a 19:00 horas Lic. Ana Ilda Luna López capacolotlan@hotmail.com ",2014-04-10T15:39:47Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Vida Autlán de Navarro",Autlán de Navarro,"Jaime Llamas ",110,,9:00 a 19:00 horas,,,19.7718369,-104.3806912," Autlán de Navarro Jaime Llamas 110 Fracc. Jaime Llamas 48904 01 317 3811279 9:00 a 19:00 horas Mtro. Jorge Jiménez Aguilar capaautlan@hotmail.com 19.7718369-104.3806912 ",2014-04-10T16:10:35Z
"Dir. del Sistema Estatal de Emprednurismo e Incubación ",Guadalajara,"Av. Avenida Alcalde\, Edificio B\, Piso 4 ",1351,,"De 9:00 a 17:00 hrs. ",,,,," Guadalajara Av. Avenida Alcalde, Edificio B, Piso 4 1351 3819-2752 De 9:00 a 17:00 hrs. ",2013-04-23T20:55:56Z
Dirección de Articulación y Gestión Programática,Guadalajara,"Av. Avenida Alcalde\, Edificio B\, Piso 4 ",1351,,"De 9:00 a 17:00 hrs. ",,,,," Guadalajara Av. Avenida Alcalde, Edificio B, Piso 4 1351 38-19-27-52 De 9:00 a 17:00 hrs. ",2013-04-23T20:55:56Z
"Dirección de Vinculación con el Sector Privado ",Guadalajara,"Av. Avenida Alcalde\, Edificio B\, Piso 4 ",1351,,"De 9:00 a 17:00 hrs. ",,,31.851556,-116.5728494," Guadalajara Av. Avenida Alcalde, Edificio B, Piso 4 1351 3819-2752 De 9:00 a 17:00 hrs. 31.851556-116.5728494 ",2013-04-23T20:55:56Z
Vinculación con Dependencias y OPDÂ´s,Guadalajara,"Av. Prolongacion Alcalde\, Edificio B piso 4to.",1351,,De 09:00 a 18:00 horas,,,,," Guadalajara Av. Prolongacion Alcalde, Edificio B piso 4to. 1351 3819 27 52 De 09:00 a 18:00 horas ",2013-04-23T20:55:56Z
Sria. de Desarrollo Urbano,Guadalajara,Avenida Prolongacion Alcalde #1351 Edif. B Planta Baja,,,Lunes a Viernes de 09:00 a 14:00 hrs,,,,," Guadalajara Avenida Prolongacion Alcalde #1351 Edif. B Planta Baja 44100 (33) 3819-2300 Ext. 47547 / 47587 / 47645 Lunes a Viernes de 09:00 a 14:00 hrs ",2013-04-23T20:55:56Z
Dirección de Institutos Tecnológicos,Zapopan,"Av. Central\, Residencial Poniente\, Zapopan",615,,8:30 - 18:00hrs,,,,," Zapopan Av. Central, Residencial Poniente, Zapopan 615 45136 36-78-75-80 Ext. 53565 8:30- 18:00hrs ",2013-04-23T20:55:55Z
Dirección de Atención al Rezago Educativo,Guadalajara,"Avenida Alcalde\, Edif. B 3er Piso\, Col. Miraflores",1351,,De Lunes a Viernes de 19:00 a 21:00 Hrs.,,,20.7170609,-103.3170624," Guadalajara Avenida Alcalde, Edif. B 3er Piso, Col. Miraflores 1351 3819 2771 De Lunes a Viernes de 19:00 a 21:00 Hrs. 20.7170609-103.3170624 ",2013-04-23T20:55:56Z
Mayor Información: Coordinación Estatal de Carrera Magisterial,Guadalajara,"Av. Juarez\, Edificio EMISA 2° piso Col. Centro","323 ",,De 9:00 a 17:00 hrs.,,,,," Guadalajara Av. Juarez, Edificio EMISA 2° piso Col. Centro 323 30 30 76 02, exts. 57667 Operación, 57668 Planeación, 57669 Normatividad De 9:00 a 17:00 hrs. ",2013-10-22T17:55:42Z
Unidad 144 UPN,San Ignacio Cerro Gordo,Avenida Carlos Paez Stille,140,,8:00 a 19:00 hrs.,,,,," San Ignacio Cerro Gordo Avenida Carlos Paez Stille 140 01341-4131-698 8:00 a 19:00 hrs. ",2013-04-23T20:55:56Z
Dirección de Centros de Atención y Servicios,Guadalajara,"Av. PRol. Alcalde\, Edificio B\, Piso10\, Col. Miraflores",1351,,De las 9:00 a las 18:00hrs,,,,," Guadalajara Av. PRol. Alcalde, Edificio B, Piso10, Col. Miraflores 1351 3819-2778 ext. 22778, 22520 De las 9:00 a las 18:00hrs ",2013-04-23T20:55:56Z
Unidad 143 UPN,,Franciso Gonzáles Bocanegra,177,,8:00 a 19:00 hrs.,,,,," Franciso Gonzáles Bocanegra 177 01317-38-100-36 8:00 a 19:00 hrs. ",2013-04-23T20:55:56Z
Dirección de Contabilidad,Zapopan,"Av. Central\, Col. Residencial Poniente",615,,9:00 a 14:30 y 16:00 a 18:00 Hrs,,,,," Zapopan Av. Central, Col. Residencial Poniente 615 45136 3678 7500 Ext. 54538 9:00 a 14:30 y 16:00 a 18:00 Hrs ",2013-04-23T20:55:56Z
Unidad 142 UPN,Tlaquepaque,Pedro Coronel,S/N,,8:00 a 19:00 hrs.,,,,," Tlaquepaque Pedro Coronel S/N 12-00-30-89 8:00 a 19:00 hrs. ",2013-04-23T20:55:56Z
Dir. General de Personal (Sria. de Educación),Zapopan,"Av. Central\, Col. Residencial Poniente",615,,De 9:00 a 14.30 horas,,Secretaría de Educación,20.696953161452356,-103.34830284118652," Zapopan Av. Central, Col. Residencial Poniente 615 45136 3819-2727 Extension 53841 De 9:00 a 14.30 horas 20.696953161452356-103.34830284118652 Secretaría de Educación ",2013-10-15T22:44:02Z
Unidad 141 UPN,Guadalajara,Plan de San Luis,1696,,8:00 a 19:00 hrs.,,,,," Guadalajara Plan de San Luis 1696 38-23-65-72 8:00 a 19:00 hrs. ",2013-04-23T20:55:56Z
Dirección de Educación Comunitaria,Guadalajara,"Av. Alcalde\, Edif. B Piso 2\, Col. Miraflores",1351,,"Sabados 8:00 a 20:00 ",,,,," Guadalajara Av. Alcalde, Edif. B Piso 2, Col. Miraflores 1351 (33) 3819 2766 y 01(800)377-8834 Sabados 8:00 a 20:00 ",2013-04-23T20:55:56Z
Dirección de Capacitación para la Vida y Trabajo,Guadalajara,"Av. Avenida Alcalde\, 2do. Piso\, Col. Miraflores",1351,,Lunes a  Viernes de 9:00 am a 2:00 pm,,,,," Guadalajara Av. Avenida Alcalde, 2do. Piso, Col. Miraflores 1351 3819-2765, 3819-2780 Lunes a Viernes de 9:00 am a 2:00 pm ",2013-04-23T20:55:56Z
Unidad 145 UPN,Zapopan,Luis Manuel Rojas,2001,,8:00 a 19:00 hrs.,,,,," Zapopan Luis Manuel Rojas 2001 36-60-48-50 8:00 a 19:00 hrs. ",2013-04-23T20:55:56Z
Dirección General de Asuntos Jurí­dicos,Guadalajara,"Av. Avenida Alcalde\, Edif. C Planta baja\, Col. Miraflores",1351,,9:00 hrs. a 15:00 hrs. y de 16:00 hrs. 20:00 hrs.,,,,," Guadalajara Av. Avenida Alcalde, Edif. C Planta baja, Col. Miraflores 1351 01(33) 3819-2716 9:00 hrs. a 15:00 hrs. y de 16:00 hrs. 20:00 hrs. ",2013-04-23T20:55:56Z
CEI- Coordinación Norte,Colotlán,Km 1 carretera Colotlán- Guadalajara,S/N,,Lunes a Viernes de  9:00 - 17:00 hrs.,,,22.1102018,-103.26353089999998," Colotlán Km 1 carretera Colotlán- Guadalajara S/N 01 499 99 2 14 70 Lunes a Viernes de 9:00- 17:00 hrs. Roberto López López robertolopez.lopez@jalisco.gob.mx 22.1102018-103.26353089999998 ",2013-04-23T20:55:58Z
Dirección de Desarrollo Tecnológico Institucional,Zapopan,"Av. Central\, Col. Residencial Poniente",615,,De 9:00 a 21:00Hrs,,,,," Zapopan Av. Central, Col. Residencial Poniente 615 45136 01(33) 3678 7568 De 9:00 a 21:00Hrs ",2013-04-23T20:55:56Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Puerto Vallarta",Puerto Vallarta,Azalea,371,,9:00 a 19:00 horas,,,,," Puerto Vallarta Azalea 371 48280 01 322 281 66 99 9:00 a 19:00 horas Lic. Xochiquetzal Pedro Gutiérrez capapuertovallarta@hotmail.com ",2014-04-09T18:47:17Z
Unidad Medico-Odontologica,Zapopan,"Av. Central\, Col. Residencial Poniente y Av. Avila Camacho",615 y 1015,,9:00 a.m a 8:00 p.m,,,,," Zapopan Av. Central, Col. Residencial Poniente y Av. Avila Camacho 615 y 1015 45136 36787552 y 36787500 ext. 56016 9:00 a.m a 8:00 p.m ",2013-04-23T20:55:56Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Zapotlán",Zapotlán el Grande,"Ignacio Aldama ",211,,9:00 a 19:00 horas,,,,," Zapotlán el Grande Ignacio Aldama 211 Santa Cecilia 49000 01 341 410 1076 9:00 a 19:00 horas Lic. José Antonio Álvarez Moreno capazapotlan@hotmail.com ",2014-04-10T15:13:08Z
Dirección de Capacitación de Personal,Guadalajara,"Guadalupe Victoria\, Colonia Santa Ana Tepetitlan","280 ",,8:00a.m. a 20:00p.m.,,,20.6201411,-103.4605737," Guadalajara Guadalupe Victoria, Colonia Santa Ana Tepetitlan 280 30 30 98 42 / 43 / 44 8:00a.m. a 20:00p.m. 20.6201411-103.4605737 ",2013-04-23T20:55:56Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Tlaquepaque",Tlaquepaque,Tamiahua,4491,,9:00 a 19:00 horas,,,,," Tlaquepaque Tamiahua 4491 Canal 58 45580 1029 6895 9:00 a 19:00 horas Lic. Wendy Josefina Tirado Cervantes captlaquepaque@hotmail.com ",2014-04-10T16:07:04Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones Tamazula",Tamazula de Gordiano,Avenida Benito Juárez,159,,9:00 a 19:00 horas,,,,," Tamazula de Gordiano Avenida Benito Juárez 159 Obrera 1ra. Etapa 49650 01 358 416 31 19 9:00 a 19:00 horas Lic. Gilberto de Jesús García Medina capatamazula@hotmail.com ",2014-04-10T15:55:17Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Capacitación y Desa",Guadalajara,"Fidel Velázquez ",1397,,Lunes a Viernes de 8:00 a 17:00 horas.,Oficina de Gobierno,,,," Guadalajara Fidel Velázquez 1397 44219 3854 7654 / 3854 7636 3280 2312 Lunes a Viernes de 8:00 a 17:00 horas. Lic. María Elvira Sandoval Sánchez ",2013-07-03T18:17:47Z
"Consejo Estatal Contra las Adicciones en Jalisco, Centro de Atención Primaria en Adicciones San Juan ",San Juan de los Lagos,Rosales,217,,9:00 a 19:00 horas,,,,," San Juan de los Lagos Rosales 217 Lomas Verdes 47013 01 33 3288 9467 9:00 a 19:00 horas Lic. Margarita González de la Torre capasanjuan@hotmail.com ",2014-04-10T15:34:24Z
Consejo Estatal Contra las Adicciones en Jalisco- CECAJ,Zapopan,Lago Tequesquitengo,2600,,Lunes a Viernes de 8:00 a 17:00 horas.,Oficina de Gobierno,"Consejo Estatal contra las Adicciones en Jalisco- CECAJ,Organismos",20.716069,-103.370288," Zapopan Lago Tequesquitengo 2600 Lagos del Country 45177 3823 2020 / 3854 6077 / 3854 6088 3854 6302 Lunes a Viernes de 8:00 a 17:00 horas. 20.716069-103.370288 Consejo Estatal contra las Adicciones en Jalisco- CECAJ ",2013-12-16T15:53:10Z
Fidereza Jalisco (por mi Jalisco),Guadalajara,López Cotilla,1505,8vo. Piso,,,,,," Guadalajara López Cotilla 1505 8vo. Piso 3678-2000 ext. 55043 ",2013-04-23T20:55:59Z
Turismo de la Zona Metropolitana de Guadalajara,Guadalajara,Avenida Vallarta,4095,,,,,,," Guadalajara Avenida Vallarta 4095 3122-8707 y 3122-7544 ",2013-04-23T20:55:59Z
Fondo para la Atención de Desastres Naturales,Guadalajara,Avenida Magisterio,1495,,,,,,," Guadalajara Avenida Magisterio 1495 44270 3823-6221 ",2013-04-23T20:55:59Z
Fondo de Seguridad Pública en el Estado de Jalisco,Guadalajara,,,,,,,,," Guadalajara ",2013-04-23T20:55:59Z
Fondo Estatal de Ciencia y Tecnologí­a del Estado de Jalisco,Guadalajara,,,,,,,,," Guadalajara ",2013-04-23T20:55:59Z
Fideicomiso de Desarrollo Urbano de Jalisco,Guadalajara,Avenida Prolongación Alcalde,1351,,,,,,," Guadalajara Avenida Prolongación Alcalde 1351 44270 3854-6131 y 3854-8100 ",2013-04-23T20:55:59Z
Instituto Jalisciense de Ciencias Forenses IJCF,Tlaquepaque,Batalla de Zacatecas,2395,,8 a 15 hrs.,,"Instituto Jalisciense de Ciencias Forenses IJCF,Organismos",20.618235,-103.316311," Tlaquepaque Batalla de Zacatecas 2395 Fraccionamiento Revolución (01 33) 3030-9448 Ext. 11040 y 11048 8 a 15 hrs. Mtro. Marco Antonio Cuevas Contreras marco.cuevas@jalisco.gob.mx 20.618235-103.316311 Instituto Jalisciense de Ciencias Forenses IJCF ",2013-11-14T19:32:57Z
Coordinación de Reclutamiento y Selección de Personal de la Academia de Policí­a y Viali,Guadalajara,Av. Rí­o Nio esquina Mercedes Celis,s/n,,09:00 a 18:30 horas de lunes a viernes.,,,,," Guadalajara Av. Rí­o Nio esquina Mercedes Celis s/n (33) 3030 0868; (33) 3030 0869; LADA GRATUITO 01 800 800 7654 09:00 a 18:30 horas de lunes a viernes. ",2013-04-23T20:55:58Z
Registro Público de la Propiedad de Tequila,Tequila,"Juarez\, Edificio Juarez\, Col. Centro",4,,09:00 a 15:00Hrs.,,,,," Tequila Juarez, Edificio Juarez, Col. Centro 4 (374) 742-4604 09:00 a 15:00Hrs. ",2013-04-23T20:55:58Z
Registro Público de la Propiedad de Arandas,Arandas,Obregon,50,6 Planta Alta,09:00 a 15:00Hrs.,,,,," Arandas Obregon 50 6 Planta Alta 47180 (348) 783-0018 09:00 a 15:00Hrs. ",2013-04-23T20:55:58Z
Registro Público de la Propiedad de Mascota,Mascota,Independencia,"4 ",2,09:00 a 15:00Hrs.,,,20.5250592,-104.78713219999997," Mascota Independencia 4 2 46900 (388) 386-1451 09:00 a 15:00Hrs. 20.5250592-104.78713219999997 ",2013-04-23T20:55:58Z
Registro Público de la Propiedad de Puerto Vallarta,Puerto Vallarta,plaza marina 2do piso locales 214-219,,,09:00 a 15:00Hrs.,,,,," Puerto Vallarta plaza marina 2do piso locales 214-219 48338 (322) 209-0646 09:00 a 15:00Hrs. ",2013-04-23T20:55:58Z
Secretaría de Movilidad Delegación Regional Centro,El Salto,Revolución,73,,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,20.518237,-103.188318," El Salto Revolución 73 Potrero Nuevo 3819-2400 Ext. 15005, 15006, 15007, 15008 Lunes a Viernes 9:00 a 14:00 hrs. 20.518237-103.188318 Secretaría de Movilidad ",2013-07-16T21:12:32Z
Secretaría de Movilidad Sub Regional Cihuatlán,Cihuatlán,Aquiles Serdán,70,B,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,19.237091,-104.562424," Cihuatlán Aquiles Serdán 70 B Centro 01 315 355 3100 Ext. 12516 Lunes a Viernes 9:00 a 14:00 hrs. 19.237091-104.562424 Secretaría de Movilidad ",2013-07-16T21:19:41Z
Secretaría de Movilidad Delegación Regional Sierra Occidental,Mascota,Morelos,72,A,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,20.521212,-104.78479," Mascota Morelos 72 A 01 688 386 1037 Ext. 13401, 12532 Lunes a Viernes 9:00 a 14:00 hrs. 20.521212-104.78479 Secretaría de Movilidad ",2013-07-16T21:14:43Z
Secretaría de Movilidad Delegación Regional Costa Norte,Puerto Vallarta,Av. Grandes Lagos,S/N,,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,20.647503,-105.226303," Puerto Vallarta Av. Grandes Lagos S/N Fracc. Fluvial 01 322-22-48484 Ext. 13415, 52831, 52829, 51805, 52830, 52826, 52906, 52907, 52827 Lunes a Viernes 9:00 a 14:00 hrs. 20.647503-105.226303 Secretaría de Movilidad ",2013-07-16T21:13:17Z
Secretaría de Movilidad Delegación Regional Costa Sur,Autlán de Navarro,"Ramon Corona ",78,,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,19.772671,-104.367855," Autlán de Navarro Ramon Corona 78 01 317-38-11468 Ext. 12508, 12509 Lunes a Viernes 9:00 a 14:00 hrs. 19.772671-104.367855 Secretaría de Movilidad ",2013-07-16T21:13:35Z
"Secretaría de Secretaría Delegación Regional Sierra de Amula ",El Grullo,Corregidora,53,,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,19.804299,-104.218016," El Grullo Corregidora 53 01 321 387 2266 Ext. 12520, 12521 Lunes a Viernes 9:00 a 14:00 hrs. 19.804299-104.218016 Secretaría de Movilidad ",2013-07-16T21:19:54Z
Registro Público de la Propiedad de Atotonilco,Atotonilco el Alto,Calle 5 de Febrero,NÂº 12-H,,09:00 a 15:00Hrs.,,,20.5470219,-102.50680399999999," Atotonilco el Alto Calle 5 de Febrero NÂº 12-H 47750 (391) 917-0615 09:00 a 15:00Hrs. 20.5470219-102.50680399999999 ",2013-04-23T20:55:58Z
Registro Público de la Propiedad de Tepatitlán,Tepatitlán de Morelos,"Pedro Medina ",62,,09:00 a 15:00Hrs.,,,,," Tepatitlán de Morelos Pedro Medina 62 47600 (378)782-2237 09:00 a 15:00Hrs. ",2013-04-23T20:55:58Z
Registro Público de la Propiedad de Lagos de Moreno,Lagos de Moreno,Topacio esquina Boulevard Orozco y Jimenez Col. Colinas de San Javier,159,,09:00 a 15:00Hrs.,,,,," Lagos de Moreno Topacio esquina Boulevard Orozco y Jimenez Col. Colinas de San Javier 159 47400 (474) 741-2773 09:00 a 15:00Hrs. ",2015-05-29T20:03:23Z
Relleno Sanitario PICACHOS- FRSZM,Guadalajara,Av. Circunvalación,1078,,,,"Relleno Sanitario PICACHOS- FRSZM,Organismos",20.697573,-103.371309," Guadalajara Av. Circunvalación 1078 3668-1704 20.697573-103.371309 Relleno Sanitario PICACHOS- FRSZM ",2015-05-27T16:34:21Z
Registro Público de la Propiedad de Colotlán,Colotlán,"Edificio Unirse región norte carretera Guadalajara Colotlán ",S/N,,09:00 a 15:00 Hrs.,,,,," Colotlán Edificio Unirse región norte carretera Guadalajara Colotlán S/N 46200 (499) 992-1470 09:00 a 15:00 Hrs. ",2013-04-23T20:55:58Z
Escuelas de Calidad- PEC,Guadalajara,"Lerdo de Tejada ",2640,,,,"Organismos,Escuelas de Calidad- PEC,Organismos",20.670402,-103.38371," Guadalajara Lerdo de Tejada 2640 Arcos Vallarta 3630-5636 20.670402-103.38371 Organismos Escuelas de Calidad- PEC ",2013-09-20T20:44:24Z
Oficina Recaudadora Foránea #122,Amatitán,Lázaro Cárdenas,13,,De lunes a viernes de 8:30 a 15:00 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.834217,-103.734616," Amatitán Lázaro Cárdenas 13 Centro 45380 (374) 7450022 De lunes a viernes de 8:30 a 15:00 hrs. C. Dalia Noemí Rosales Rosales 20.834217-103.734616 Subsecretaría de Finanzas ",2015-06-02T21:39:10Z
"Consejo para la Atención de las Ví­ctimas del Transporte Público ",Guadalajara,Baeza Alzaga,107,,,,,,," Guadalajara Baeza Alzaga 107 3030-5000 ext. 5491 ",2013-04-23T20:55:59Z
Oficina Recaudadora Foránea #119,Aclatlán de Juárez,Zaragoza,101,,De lunes a viernes de 8:30 a 14:30 hrs.,"Recaudadora,Oficina de Gobierno","Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.421543,-103.591547," Aclatlán de Juárez Zaragoza 101 Centro 45700 (387) 7720018 De lunes a viernes de 8:30 a 14:30 hrs. C. Maricela Carrillo Zavala 20.421543-103.591547 Subsecretaría de Finanzas ",2015-06-02T21:38:49Z
Delegaciones Regionales de la Secretaría de Educación del Estado de Jalisco- DRSEEJ,Zapopan,Avenida Central,615,,,Oficina de Gobierno,"Delegaciones Regionales de la Secretaría de Educación del Estado de Jalisco- DRSEEJ,Organismos",20.728901,-103.430956," Zapopan Avenida Central 615 Residencial Poniente (01 33) 3678-7545 20.728901-103.430956 Delegaciones Regionales de la Secretaría de Educación del Estado de Jalisco- DRSEEJ ",2013-09-30T15:31:09Z
"Secretaría de Movilidad Delegación Regional Altos Norte ",Lagos de Moreno,"San Modesto ",50,Edificio UNIRSE,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,21.373043,-101.921907," Lagos de Moreno San Modesto 50 Edificio UNIRSE Fracc. La Palma 01 474 742 1093 01 474 741 2776 Ext. 12528, 51608, 51609 Lunes a Viernes 9:00 a 14:00 hrs. 21.373043-101.921907 Secretaría de Movilidad ",2013-07-16T21:11:28Z
Consejo del Sistema Estatal de Información- CSEI,Guadalajara,López Cotilla,1505,,,Oficina de Gobierno,,,," Guadalajara López Cotilla 1505 3678-2074 ext. 52074 ",2013-07-03T18:17:34Z
"Secretaría de Movilidad Delegación Regional Norte ",Colotlán,"Carretera Guadalajara- Colotlan\, Km 191\, Edificio Unirse.",,,Lunes a Viernes 9:00 a 14:00 hrs.,Oficina de Gobierno,Secretaría de Movilidad,22.099448,-103.268643," Colotlán Carretera Guadalajara- Colotlan, Km 191, Edificio Unirse. 01 499 992 1470 Ext. 51961- 51962- 51964 Lunes a Viernes 9:00 a 14:00 hrs. 22.099448-103.268643 Secretaría de Movilidad ",2013-07-16T21:14:00Z
"Dirección de Publicaciones, Comisión Estatal Editorial (-)",Guadalajara,Av. Prolongación Alcalde,1351,,,,"Dirección de Publicaciones\, Comisión Estatal Editorial (-),Organismos",20.708536,-103.346834," Guadalajara Av. Prolongación Alcalde 1351 Miraflores 44270 3819-2720 Ext. 22720 Mtro. Alvaro Ascencio Tene alvaro.ascencio@jalisco.gob.mx 20.708536-103.346834 Dirección de Publicaciones, Comisión Estatal Editorial (-) ",2013-11-14T17:28:19Z
Centro de Estudios Limnológicos (CEL) de la CEA,El Salto,"Km. 11 Carretera a Chapala\, El Salto\, Jal.",,,8:00 a 16:00,,,21.2457129,-102.333528," El Salto Km. 11 Carretera a Chapala, El Salto, Jal. 33- 3689-1542 33- 3689-1542 8:00 a 16:00 Ing. Martín Martínez Ríos mmartinez@ceajalisco.gob.mx 21.2457129-102.333528 ",2013-04-23T20:55:58Z
Registro Público de la Propiedad de Ameca,Ameca,"Corona\, Colonia Centro.",9,,09:00 a 15:00Hrs.,,,,," Ameca Corona, Colonia Centro. 9 46600 (375) 758-1262 09:00 a 15:00Hrs. ",2013-04-23T20:55:58Z
